trip_id,vehicle_type,distance_km,duration_min,avg_speed_kmph,terrain_elevation_gain_m,temperature_c,humidity_percent,battery_start_percent,rider_weight_kg,traffic_congestion_index,time_of_day,weather_condition,num_stops,energy_consumed_wh
3337,E-Scooter,0.81,2.13,19.67,10.9,29.4,46.3,55.5,80.2,1.96,Evening,Clear,0,89.58
3338,E-Bike,0.58,9.03,18.19,5.8,29.4,37.8,36.4,67.4,4.44,Morning,Clear,3,103.2
3339,E-Bike,3.5,17.79,14.01,14.6,38.4,28.7,93.4,75.1,0.89,Evening,Clear,3,102.0
3340,E-Scooter,4.79,22.23,12.7,12.6,31.0,51.9,34.7,76.7,1.8,Evening,Clear,2,143.78
3341,E-Scooter,2.85,11.68,15.67,33.3,25.9,69.3,40.7,67.9,0.23,Evening,Cloudy,2,138.04
3342,E-Scooter,3.61,16.98,18.91,137.9,17.9,75.1,66.8,52.7,2.56,Afternoon,Clear,0,242.5
3343,E-Bike,2.56,8.31,13.94,4.3,30.8,28.2,80.0,59.8,0.28,Night,Clear,2,84.67
3344,E-Scooter,2.87,21.15,17.3,48.4,7.6,58.3,91.8,75.0,8.09,Night,Rain,4,178.66
3345,E-Bike,8.35,47.69,12.01,21.9,24.3,49.2,72.0,56.7,3.57,Evening,Cloudy,4,161.33
3346,E-Scooter,3.37,12.71,14.71,11.7,31.9,51.5,93.7,68.3,0.44,Evening,Cloudy,2,108.93
3347,E-Bike,1.21,21.43,15.54,28.0,24.6,35.5,82.0,63.4,9.94,Evening,Clear,2,132.31
3348,E-Scooter,2.73,21.08,12.51,5.0,17.9,38.0,90.2,78.0,8.36,Evening,Clear,0,115.82
3349,E-Bike,0.3,5.4,13.82,40.4,26.6,62.2,20.9,83.4,5.88,Morning,Windy,0,96.49
3350,E-Scooter,0.42,8.16,17.87,37.8,9.7,45.8,94.9,68.7,4.46,Evening,Clear,4,79.39
3351,E-Bike,4.86,47.07,8.04,60.2,25.7,45.4,32.6,81.0,9.18,Morning,Windy,2,174.82
3352,E-Scooter,3.68,25.04,15.88,49.0,16.6,43.2,74.1,86.9,8.42,Afternoon,Clear,1,191.69
3353,E-Scooter,3.3,24.16,19.56,14.7,24.7,39.5,89.7,64.6,8.58,Night,Cloudy,1,130.63
3354,E-Scooter,1.8,12.39,19.39,86.5,27.3,70.9,34.6,57.3,3.03,Night,Clear,3,172.42
3355,E-Scooter,1.49,9.41,16.83,9.6,31.6,44.7,32.5,50.3,4.11,Afternoon,Windy,3,87.09
3356,E-Scooter,1.3,11.73,16.44,21.9,33.5,75.6,48.6,53.4,6.79,Night,Clear,3,126.01
3357,E-Bike,1.84,16.36,13.27,13.4,30.5,35.9,61.2,45.1,9.13,Evening,Windy,5,92.97
3358,E-Scooter,3.65,24.39,10.34,4.1,35.5,58.7,65.7,54.4,4.53,Morning,Cloudy,3,117.88
3359,E-Scooter,3.11,18.54,16.09,14.4,31.5,56.3,98.3,77.5,4.89,Morning,Clear,2,126.77
3360,E-Scooter,4.65,25.73,21.44,25.3,21.2,61.5,36.5,73.5,8.69,Morning,Clear,4,156.58
3361,E-Scooter,5.22,27.08,16.4,36.3,23.5,75.1,36.3,67.9,5.87,Afternoon,Clear,1,192.61
3362,E-Bike,4.76,24.31,12.27,7.9,33.6,60.5,30.7,63.8,1.29,Afternoon,Cloudy,2,106.62
3363,E-Scooter,0.3,3.64,21.95,2.7,29.5,54.8,67.0,92.4,1.89,Afternoon,Cloudy,1,72.1
3364,E-Scooter,6.66,35.46,15.8,117.4,20.6,68.9,92.7,77.0,8.74,Evening,Clear,1,278.5
3365,E-Bike,3.93,19.04,13.43,43.8,22.0,41.6,76.9,58.6,3.46,Evening,Clear,2,140.77
3366,E-Bike,9.03,57.69,11.11,11.2,27.9,73.3,56.2,70.3,8.61,Afternoon,Cloudy,0,186.39
3367,E-Scooter,4.98,23.58,20.51,29.0,22.6,60.4,86.0,86.0,4.94,Evening,Windy,1,173.67
3368,E-Scooter,2.17,12.95,19.35,16.8,19.6,31.2,47.2,73.0,4.95,Morning,Clear,2,114.24
3369,E-Scooter,4.99,23.0,25.28,13.4,32.2,63.0,57.1,63.3,9.17,Evening,Clear,1,147.93
3370,E-Scooter,4.67,17.47,16.01,8.2,20.4,75.1,53.8,62.7,0.33,Evening,,0,115.44
3371,E-Bike,1.13,15.55,15.57,15.7,16.7,38.4,53.9,53.9,7.67,Night,Cloudy,4,100.74
3372,E-Scooter,1.78,11.46,15.58,18.4,32.1,59.2,86.8,94.6,4.56,Evening,Clear,4,86.81
3373,E-Scooter,6.39,27.48,19.51,27.8,20.3,76.2,30.8,72.1,7.41,Evening,Clear,2,230.53
3374,E-Scooter,1.51,12.57,17.88,31.3,26.9,80.3,25.3,68.5,8.58,Afternoon,Clear,2,117.08
3375,E-Bike,6.33,38.41,11.89,107.3,6.4,56.9,84.9,65.7,5.09,Night,Clear,1,253.13
3376,E-Scooter,2.3,12.52,26.33,90.9,35.8,46.6,50.8,74.8,5.11,Evening,Clear,2,224.99
3377,E-Bike,9.13,51.64,10.91,46.0,20.0,31.2,54.4,87.3,2.38,Evening,Clear,2,187.63
3378,E-Scooter,9.05,35.53,19.37,48.1,14.3,65.9,21.7,53.8,7.29,Morning,Clear,0,257.92
3379,E-Bike,2.07,15.25,13.25,37.7,13.2,58.1,21.7,84.4,7.62,Afternoon,Clear,2,139.68
3380,E-Scooter,1.51,20.2,11.05,1.1,27.7,59.9,58.8,84.7,7.43,Evening,Windy,2,127.76
3381,E-Scooter,6.95,26.02,20.74,25.8,5.8,56.4,43.1,84.9,2.93,Night,Rain,1,225.82
3382,E-Scooter,1.05,14.76,12.66,21.8,25.5,36.4,90.4,86.5,9.22,Afternoon,Clear,3,108.07
3383,E-Scooter,6.15,37.25,15.8,13.9,19.7,47.2,80.6,65.5,9.88,Morning,Clear,1,159.13
3384,E-Bike,1.91,19.37,19.05,19.2,26.3,50.1,43.3,79.7,9.28,Evening,Windy,0,101.68
3385,E-Scooter,3.31,6.51,23.83,51.9,25.1,57.6,50.3,77.4,1.67,Evening,Clear,4,174.33
3386,E-Bike,6.56,47.79,8.7,41.0,15.5,70.0,77.7,64.9,2.57,Night,Clear,2,139.52
3387,E-Bike,12.62,89.07,8.73,30.7,18.4,49.2,36.6,59.5,4.64,Evening,Clear,1,231.64
3388,E-Scooter,0.81,11.55,12.35,10.5,24.9,31.6,68.0,63.8,6.95,Afternoon,Clear,3,106.73
3389,E-Scooter,3.17,16.96,18.94,5.3,16.9,73.7,32.7,67.5,4.11,Morning,Cloudy,2,116.33
3390,E-Scooter,2.03,14.75,10.84,53.9,21.3,35.1,53.0,62.6,3.33,Afternoon,Cloudy,2,132.7
3391,E-Scooter,5.23,27.56,16.12,0.1,19.1,45.5,52.0,78.0,4.31,Afternoon,Clear,4,169.96
3392,E-Bike,6.57,39.67,12.58,17.0,20.6,58.2,80.1,65.3,6.41,Morning,Rain,1,145.94
3393,E-Bike,4.16,16.97,15.24,81.3,24.9,72.8,83.1,65.0,0.38,Morning,Windy,2,151.36
3394,E-Bike,7.83,44.03,14.59,13.6,29.7,69.6,94.1,44.8,9.02,Morning,Cloudy,3,196.73
3395,E-Scooter,4.21,25.28,17.1,8.9,28.5,30.6,37.6,86.9,9.26,Evening,Cloudy,0,161.25
3396,E-Scooter,1.03,10.97,20.27,27.9,24.9,77.0,83.3,51.3,6.25,Afternoon,Clear,2,91.33
3397,E-Scooter,1.02,3.07,19.95,44.9,16.8,47.5,92.9,79.2,1.07,Afternoon,Clear,1,99.57
3398,E-Bike,15.0,74.83,12.93,21.6,14.0,53.2,77.6,69.7,3.21,Evening,Clear,2,265.38
3399,E-Scooter,5.49,18.56,18.34,143.1,30.3,60.8,61.8,49.4,4.16,Afternoon,Cloudy,3,275.24
3400,E-Scooter,2.67,21.59,15.05,22.1,35.0,27.8,67.8,76.0,7.11,Night,Clear,2,142.49
3401,E-Scooter,4.8,24.33,16.89,22.7,36.3,51.1,26.4,79.8,2.87,Morning,Rain,0,205.4
3402,E-Bike,1.75,18.01,13.46,81.1,23.6,37.4,78.4,58.9,9.24,Morning,Cloudy,1,164.05
3403,E-Scooter,2.99,11.59,19.17,4.8,20.2,34.3,31.8,65.1,2.62,Evening,Clear,2,87.33
3404,E-Scooter,2.2,20.24,20.66,23.0,16.2,48.7,62.6,75.9,8.52,Morning,Clear,4,145.91
3405,E-Scooter,3.19,8.12,21.4,20.2,24.3,72.3,55.5,78.7,1.04,Night,Clear,4,113.41
3406,E-Bike,1.7,10.53,13.62,4.8,2.4,49.9,73.2,61.0,3.76,Evening,Cloudy,5,121.22
3407,E-Bike,1.05,3.06,12.16,16.9,26.2,41.3,67.5,87.4,0.15,Morning,Cloudy,3,64.89
3408,E-Bike,5.23,28.0,11.95,15.5,22.7,34.9,48.1,71.0,1.47,Evening,Clear,0,106.67
3409,E-Scooter,4.03,16.76,14.28,29.9,28.0,52.6,54.7,80.3,0.38,Afternoon,Cloudy,3,141.27
3410,E-Bike,5.58,48.7,7.84,29.4,14.1,76.3,59.2,75.5,7.46,Night,Clear,2,144.93
3411,E-Scooter,5.41,32.67,12.89,5.9,22.1,68.7,65.8,80.7,8.68,Evening,Rain,2,167.43
3412,E-Bike,2.98,16.29,14.38,5.1,19.8,80.6,95.4,64.5,5.43,Evening,Clear,2,87.35
3413,E-Bike,9.09,34.63,17.4,20.6,33.0,22.6,47.8,93.8,2.06,Evening,Clear,1,173.53
3414,E-Bike,2.74,12.42,13.39,3.5,42.0,28.9,46.4,71.7,0.75,Afternoon,Cloudy,0,85.01
3415,E-Scooter,1.85,22.5,12.38,67.0,20.5,54.9,69.8,85.4,8.37,Evening,Clear,1,118.77
3416,E-Scooter,2.36,15.77,13.11,4.2,28.6,44.5,27.7,79.1,4.4,Evening,Windy,0,108.51
3417,E-Scooter,1.79,11.19,16.35,3.0,20.9,56.4,22.4,69.7,4.06,Evening,Clear,3,85.36
3418,E-Scooter,1.57,11.68,18.54,17.8,14.9,43.1,99.6,82.2,4.2,Evening,Clear,2,112.93
3419,E-Scooter,1.26,3.76,16.35,20.3,15.6,69.3,41.8,91.5,2.88,Evening,Clear,2,94.04
3420,E-Bike,2.03,12.49,18.28,8.0,26.8,61.2,27.3,68.4,6.89,Morning,Rain,2,95.59
3421,E-Scooter,3.09,12.59,16.59,28.4,22.6,75.2,99.5,69.1,1.16,Night,Windy,2,127.24
3422,E-Scooter,7.1,29.36,16.44,33.4,22.5,60.0,64.6,69.6,1.44,Morning,Rain,2,194.24
3423,E-Bike,0.75,9.22,18.94,1.5,16.9,81.3,94.6,66.1,5.41,Evening,Clear,2,62.22
3424,E-Scooter,5.02,27.49,24.92,11.5,27.4,57.9,28.7,53.4,9.82,Evening,Rain,1,186.66
3425,E-Bike,1.16,11.2,10.81,55.3,37.8,62.2,83.4,88.1,5.98,Night,Rain,1,150.01
3426,E-Scooter,0.85,11.47,25.18,50.9,19.2,44.1,54.1,64.7,7.2,Morning,Windy,1,146.46
3427,E-Scooter,5.23,23.79,19.9,0.3,38.2,57.2,73.5,65.9,8.11,Afternoon,Clear,2,170.13
3428,E-Scooter,3.41,26.45,13.18,42.0,12.5,47.8,59.2,78.8,8.94,Afternoon,Clear,1,176.32
3429,E-Scooter,2.56,15.35,17.05,29.0,31.3,39.2,70.6,59.8,5.54,Evening,Cloudy,1,131.2
3430,E-Scooter,3.19,14.9,17.45,60.3,12.7,28.8,98.2,75.0,4.7,Evening,Cloudy,1,164.73
3431,E-Scooter,4.19,12.45,27.66,97.2,14.2,38.9,81.4,91.7,2.98,Evening,Cloudy,3,250.28
3432,E-Scooter,2.44,16.26,18.45,0.5,26.4,74.4,75.7,45.4,7.44,Night,Clear,2,86.28
3433,E-Scooter,4.1,21.93,21.28,43.7,13.2,20.0,75.4,67.3,7.99,Evening,Clear,2,154.86
3434,E-Bike,7.6,40.34,15.93,0.0,20.7,31.3,26.8,70.6,9.3,Evening,Cloudy,0,151.38
3435,E-Bike,3.47,20.04,16.66,12.6,24.6,46.5,80.6,64.3,6.09,Evening,Rain,2,118.52
3436,E-Scooter,5.07,16.54,21.61,13.3,22.9,40.1,84.7,67.5,2.03,Afternoon,Cloudy,2,136.02
3437,E-Scooter,6.18,34.33,17.5,28.3,35.7,75.6,25.0,65.3,9.64,Evening,Clear,2,194.17
3438,E-Bike,2.86,21.75,11.06,89.4,21.8,38.6,33.3,64.5,6.64,Morning,Rain,1,171.81
3439,E-Bike,6.89,22.78,18.97,14.6,22.8,63.3,59.6,71.6,2.88,Evening,Clear,5,147.46
3440,E-Scooter,8.12,41.9,17.99,10.0,20.7,41.8,57.8,80.4,9.36,Afternoon,Windy,0,216.5
3441,E-Bike,0.8,7.85,14.64,14.1,14.9,51.9,36.7,85.2,1.52,Evening,Rain,2,79.36
3442,E-Scooter,1.15,6.27,22.94,20.9,30.7,39.1,30.2,79.8,3.87,Afternoon,Clear,0,98.65
3443,E-Scooter,8.09,39.9,15.83,36.4,25.7,41.4,38.2,59.9,7.04,Evening,Rain,2,262.1
3444,E-Bike,3.56,21.99,15.27,1.9,31.0,73.0,23.0,92.4,2.2,Afternoon,Cloudy,2,111.14
3445,E-Scooter,1.15,4.85,20.32,1.4,22.8,49.5,67.3,61.0,3.76,Night,Clear,0,69.58
3446,E-Scooter,1.97,16.62,17.97,16.5,17.2,52.4,30.2,97.1,8.19,Evening,Windy,3,166.02
3447,E-Bike,9.28,46.13,14.26,15.5,25.7,65.7,95.2,76.8,6.94,Morning,Clear,2,176.73
3448,E-Scooter,1.61,16.5,21.64,22.1,22.4,46.4,95.4,59.5,4.65,Evening,Clear,1,105.89
3449,E-Scooter,0.68,5.56,22.47,10.4,40.6,25.5,71.8,74.5,3.19,Afternoon,Clear,1,108.69
3450,E-Bike,3.95,36.43,7.56,23.5,22.9,57.7,43.2,63.9,4.29,Morning,Clear,4,122.73
3451,E-Scooter,2.9,15.32,14.42,6.0,21.1,80.9,93.6,42.7,2.38,Evening,Cloudy,2,106.94
3452,E-Scooter,4.46,31.74,12.7,47.1,20.3,77.1,99.0,89.2,8.72,Night,Clear,3,183.88
3453,E-Scooter,1.46,22.4,9.11,23.5,15.7,56.8,68.1,59.0,7.6,Night,Clear,1,99.18
3454,E-Scooter,6.65,26.67,15.15,11.2,21.0,54.2,73.0,79.9,2.49,Morning,Clear,0,151.42
3455,E-Scooter,8.26,22.6,19.92,29.6,25.7,69.3,57.4,66.7,1.69,Afternoon,Clear,2,206.32
3456,E-Bike,1.91,8.44,16.54,21.1,29.3,53.7,63.9,54.6,0.18,Afternoon,Clear,3,65.33
3457,E-Bike,2.43,15.47,12.99,23.7,27.9,25.3,60.0,78.5,3.35,Evening,Rain,1,107.4
3458,E-Scooter,3.38,19.5,12.14,30.5,31.5,80.5,84.1,90.6,3.81,Afternoon,Clear,1,142.28
3459,E-Scooter,2.55,22.06,13.47,9.7,21.7,63.8,56.7,85.0,8.96,Evening,Cloudy,1,102.63
3460,E-Bike,9.86,46.83,17.55,19.4,24.7,62.5,52.1,80.7,8.5,Evening,Clear,3,208.25
3461,E-Scooter,2.23,17.34,15.0,19.5,28.1,37.5,64.4,80.7,4.98,Evening,Clear,3,106.73
3462,E-Bike,2.42,12.16,16.73,6.7,26.6,69.6,41.7,85.8,5.09,Evening,Clear,1,87.19
3463,E-Bike,3.41,24.78,11.41,38.1,23.9,51.1,66.3,56.9,8.04,Evening,Cloudy,3,130.15
3464,E-Scooter,4.27,18.68,23.6,39.6,17.1,70.6,27.1,64.6,6.89,Evening,Clear,2,189.22
3465,E-Scooter,4.03,27.51,10.5,12.7,18.3,65.3,80.8,80.3,2.98,Afternoon,Clear,2,121.15
3466,E-Scooter,1.9,11.47,19.21,36.1,35.4,76.0,47.1,71.9,2.9,Afternoon,Cloudy,2,122.4
3467,E-Bike,8.51,42.72,12.37,9.0,35.7,53.0,72.1,68.1,1.96,Night,Cloudy,1,157.75
3468,E-Scooter,2.31,18.0,14.56,20.1,28.9,31.8,96.6,69.5,6.92,Morning,Clear,3,150.69
3469,E-Bike,2.95,11.97,14.91,6.6,33.4,59.2,52.1,57.7,0.25,Morning,Clear,3,109.13
3470,E-Bike,3.22,23.37,13.96,31.1,10.5,57.4,73.0,64.1,7.72,Evening,Clear,5,127.09
3471,E-Bike,1.92,12.29,13.3,5.0,25.0,65.4,98.9,73.5,2.0,Evening,Clear,1,87.29
3472,E-Bike,6.68,42.68,11.3,3.4,34.4,68.7,64.0,81.5,6.35,Night,Clear,3,152.11
3473,E-Scooter,0.58,2.0,21.34,20.4,29.7,62.7,56.8,68.2,1.39,Afternoon,Windy,2,101.06
3474,E-Scooter,0.56,7.87,15.47,30.0,32.2,74.7,76.9,74.3,4.39,Afternoon,Rain,3,100.35
3475,E-Bike,1.5,10.09,14.03,60.1,39.6,63.1,68.9,84.3,2.99,Morning,Clear,0,121.61
3476,E-Scooter,3.11,19.71,16.77,113.7,31.3,50.4,32.7,69.0,8.86,Afternoon,Windy,4,204.57
3477,E-Bike,2.56,17.78,11.35,25.3,26.2,68.2,51.1,69.9,2.24,Night,Clear,3,120.85
3478,E-Scooter,4.7,20.5,17.8,1.9,22.7,48.0,76.6,49.5,3.53,Evening,Cloudy,3,111.18
3479,E-Scooter,2.92,14.89,23.33,43.4,28.3,35.9,20.0,67.3,4.91,Morning,Rain,0,161.56
3480,E-Scooter,1.95,6.84,15.16,38.4,26.4,46.4,66.3,64.2,2.37,Morning,Clear,2,134.58
3481,E-Scooter,1.47,11.15,8.18,6.4,13.0,46.6,31.1,68.4,0.34,Evening,Cloudy,2,55.36
3482,E-Bike,4.66,22.32,12.94,15.4,19.0,52.0,54.9,80.2,1.3,Evening,Clear,5,132.94
3483,E-Scooter,4.93,20.57,13.82,6.9,17.5,62.9,32.5,75.8,0.06,Evening,Cloudy,1,139.32
3484,E-Bike,3.06,9.09,18.61,29.5,30.6,41.5,75.4,89.8,1.31,Afternoon,Clear,1,101.79
3485,E-Scooter,8.92,32.83,20.24,49.4,36.9,39.5,72.6,80.6,4.58,Afternoon,Cloudy,2,275.07
3486,E-Scooter,0.64,11.9,13.23,32.3,21.4,54.1,31.8,46.0,7.59,Evening,Clear,5,112.77
3487,E-Scooter,10.04,34.38,24.54,2.8,13.1,51.9,61.3,87.2,8.68,Night,Cloudy,4,277.98
3488,E-Bike,4.51,31.66,10.4,12.5,26.8,58.7,57.3,58.9,5.01,Afternoon,Rain,1,99.51
3489,E-Bike,1.75,2.86,16.0,4.4,9.4,55.5,38.3,76.8,0.36,Evening,Clear,3,95.61
3490,E-Scooter,2.46,10.34,17.99,13.5,15.0,51.3,28.9,54.2,0.71,Morning,Clear,2,81.05
3491,E-Scooter,6.19,29.08,17.68,6.2,11.2,55.8,98.7,68.3,9.28,Morning,Clear,1,177.38
3492,E-Scooter,0.58,8.92,20.96,8.5,37.4,66.3,80.2,60.5,6.01,Afternoon,Rain,1,112.3
3493,E-Scooter,0.65,6.66,14.42,45.3,27.8,41.0,78.8,65.3,1.26,Evening,Cloudy,0,102.92
3494,E-Bike,5.21,25.08,21.1,9.0,18.2,57.5,76.2,75.8,6.94,Evening,Cloudy,1,150.47
3495,E-Scooter,1.65,16.6,12.02,24.1,26.7,62.7,53.2,59.9,5.16,Evening,Clear,2,70.4
3496,E-Scooter,1.71,5.38,19.97,16.4,24.7,63.3,42.9,65.1,1.62,Morning,Clear,4,106.29
3497,E-Scooter,3.73,15.73,18.0,4.2,25.5,39.9,73.5,92.2,1.65,Afternoon,Windy,2,101.04
3498,E-Bike,3.22,24.31,11.44,9.0,18.1,39.0,58.2,95.7,7.26,Night,Clear,2,127.68
3499,E-Scooter,2.6,17.09,16.86,17.0,25.0,43.8,60.4,82.2,8.1,Evening,Clear,1,120.77
3500,E-Bike,4.7,39.37,11.06,23.7,31.8,84.1,83.2,61.3,9.64,Night,Rain,0,176.23
3501,E-Scooter,2.58,10.81,23.23,43.3,27.9,42.1,82.7,72.8,1.9,Afternoon,Clear,2,151.2
3502,E-Scooter,8.07,42.16,14.67,78.0,13.1,52.5,93.3,70.3,5.84,Morning,Cloudy,2,267.78
3503,E-Scooter,4.65,28.33,17.58,4.3,27.2,51.6,41.3,81.6,9.87,Night,Clear,4,157.65
3504,E-Scooter,3.17,13.08,17.5,37.9,19.9,41.4,95.1,68.3,2.52,Morning,Clear,0,134.28
3505,E-Scooter,0.53,5.98,21.62,0.4,21.8,67.8,82.0,66.8,5.37,Night,Clear,0,71.01
3506,E-Scooter,2.43,16.2,14.94,29.9,37.2,30.2,95.7,82.1,4.77,Morning,Clear,1,135.21
3507,E-Scooter,3.1,9.43,19.77,13.8,29.4,36.4,67.8,48.7,2.58,Morning,Rain,2,136.97
3508,E-Bike,5.7,45.43,9.32,6.0,22.8,68.0,84.6,61.4,8.64,Afternoon,Cloudy,0,131.34
3509,E-Scooter,4.5,21.07,18.41,19.8,25.8,64.7,23.0,78.2,3.92,Afternoon,Clear,5,141.87
3510,E-Bike,4.25,20.56,16.28,4.6,28.2,72.7,60.4,89.9,3.97,Evening,Cloudy,2,100.87
3511,E-Scooter,3.33,18.78,14.73,18.9,31.9,52.5,50.8,62.5,4.87,Evening,Clear,2,181.43
3512,E-Scooter,0.38,13.27,19.37,2.9,28.9,58.3,30.3,69.4,8.72,Afternoon,Windy,2,68.76
3513,E-Scooter,5.56,22.13,20.13,14.4,25.5,57.7,23.5,54.1,4.3,Morning,Clear,0,181.4
3514,E-Scooter,4.65,14.26,22.4,25.6,33.7,47.7,35.1,72.8,1.54,Evening,Clear,2,152.55
3515,E-Scooter,1.82,9.91,15.64,1.6,21.2,75.1,41.3,55.0,2.51,Evening,Clear,3,86.61
3516,E-Bike,5.44,30.52,14.92,16.3,22.3,71.5,73.9,69.4,7.16,Evening,Cloudy,1,138.41
3517,E-Bike,7.41,40.42,12.75,49.9,19.7,33.0,41.6,70.0,6.04,Morning,Windy,1,191.57
3518,E-Scooter,1.79,11.03,18.11,61.1,5.2,40.3,29.9,89.0,7.13,Morning,Clear,5,175.89
3519,E-Bike,1.77,15.87,11.79,22.3,29.9,70.0,72.2,86.3,6.62,Evening,Rain,3,122.47
3520,E-Bike,7.05,46.5,11.55,18.8,3.9,36.3,88.3,50.5,5.6,Evening,Clear,3,176.52
3521,E-Bike,2.4,20.72,10.35,85.9,25.4,58.1,79.3,61.2,5.79,Morning,Clear,2,133.87
3522,E-Scooter,2.58,7.21,25.68,17.8,28.8,37.6,93.1,73.5,0.24,Afternoon,Cloudy,3,119.56
3523,E-Scooter,1.89,2.96,21.22,4.6,28.3,42.0,25.8,89.7,0.69,Afternoon,Clear,2,109.84
3524,E-Bike,2.82,10.35,15.75,11.1,26.5,65.7,40.9,79.4,0.38,Evening,,1,95.02
3525,E-Bike,3.19,28.11,10.35,1.2,33.5,52.6,50.1,74.5,7.43,Evening,Rain,1,102.86
3526,E-Scooter,3.24,34.9,9.85,101.8,24.3,54.7,42.1,51.6,9.62,Afternoon,Clear,2,197.66
3527,E-Bike,0.53,12.13,16.92,105.3,27.2,47.2,67.5,80.1,9.76,Afternoon,Windy,3,200.41
3528,E-Bike,3.06,9.44,18.52,1.3,27.7,49.3,48.4,66.7,0.91,Night,Cloudy,1,61.76
3529,E-Scooter,5.2,22.12,23.24,44.6,23.9,45.6,88.9,77.9,7.71,Morning,Clear,3,231.13
3530,E-Scooter,3.51,20.33,18.08,14.3,42.0,85.7,47.2,72.6,8.6,Evening,Clear,1,158.4
3531,E-Scooter,0.98,3.38,18.27,15.3,24.3,69.7,84.1,68.3,0.59,Night,Cloudy,0,62.83
3532,E-Scooter,10.68,41.77,17.8,11.1,32.5,42.3,67.5,64.0,7.2,Night,Rain,3,277.22
3533,E-Bike,8.96,37.69,14.41,31.9,9.9,64.3,75.7,79.1,2.7,Evening,Clear,3,185.05
3534,E-Bike,6.07,31.09,13.0,25.9,34.7,65.9,50.6,63.3,1.18,Night,Clear,0,118.98
3535,E-Bike,2.55,14.56,15.26,15.5,26.1,64.5,87.9,63.7,4.46,Morning,Clear,1,84.31
3536,E-Scooter,1.25,12.19,19.88,20.5,16.5,44.4,86.7,57.0,6.15,Night,Clear,0,101.95
3537,E-Scooter,1.38,8.69,20.11,105.4,9.0,79.7,51.5,56.5,2.61,Afternoon,Clear,2,177.0
3538,E-Bike,2.44,24.27,14.61,8.8,24.4,81.2,71.9,63.7,7.51,Evening,Clear,4,82.6
3539,E-Scooter,3.4,21.0,19.06,38.0,20.0,31.5,60.1,82.8,7.96,Morning,Windy,2,168.88
3540,E-Scooter,2.98,19.07,15.2,7.8,1.3,57.0,52.4,101.1,3.17,Afternoon,Clear,0,125.8
3541,E-Bike,0.3,4.54,17.62,6.5,28.5,30.4,96.3,77.2,6.97,Afternoon,Clear,0,63.44
3542,E-Bike,6.33,29.37,15.73,24.1,29.4,50.9,89.4,50.3,5.64,Night,Clear,4,170.63
3543,E-Bike,5.88,32.36,11.23,1.4,30.5,81.4,91.9,73.6,2.64,Night,Cloudy,1,108.46
3544,E-Scooter,2.15,10.2,25.69,11.6,28.4,81.1,99.6,44.5,6.04,Night,Clear,0,94.74
3545,E-Scooter,2.31,13.54,13.34,3.9,33.2,47.7,58.1,74.8,2.28,Afternoon,Clear,4,78.57
3546,E-Scooter,0.79,17.81,7.82,12.7,35.8,67.6,71.1,79.0,8.43,Evening,Clear,4,97.73
3547,E-Scooter,8.86,29.35,21.87,0.9,16.1,53.5,75.0,66.6,4.56,Evening,Clear,4,262.98
3548,E-Scooter,3.83,11.08,18.32,35.8,25.9,31.2,27.0,93.8,2.47,Evening,Clear,3,132.37
3549,E-Bike,6.66,46.18,9.23,15.7,23.7,42.1,55.8,67.3,1.46,Morning,Clear,0,120.1
3550,E-Scooter,1.34,7.22,16.86,7.9,32.1,78.0,21.9,65.9,1.56,Afternoon,Clear,0,71.89
3551,E-Bike,1.78,10.85,12.91,13.3,7.0,50.5,71.0,69.5,1.92,Evening,Cloudy,2,67.04
3552,E-Scooter,0.57,2.0,17.73,11.2,6.3,64.2,51.6,66.9,0.22,Morning,Cloudy,2,77.41
3553,E-Scooter,10.6,47.56,14.04,70.3,21.0,75.1,62.9,78.3,2.64,Evening,Clear,1,273.65
3554,E-Scooter,3.99,18.73,19.16,19.2,22.2,48.3,68.6,57.2,4.39,Morning,Rain,3,180.27
3555,E-Bike,0.54,14.3,15.79,14.1,9.4,63.4,58.5,52.3,6.86,Evening,Clear,4,91.02
3556,E-Scooter,2.69,9.52,20.02,11.9,24.3,47.7,96.5,67.1,0.02,Afternoon,Clear,4,101.02
3557,E-Bike,4.09,16.12,15.91,16.6,14.1,78.3,56.0,59.8,1.22,Afternoon,Cloudy,1,104.15
3558,E-Scooter,0.47,4.5,18.62,1.4,30.7,50.6,31.0,68.2,3.91,Morning,Rain,1,86.27
3559,E-Scooter,1.15,8.69,16.35,40.0,26.2,44.1,74.8,73.6,5.66,Morning,Clear,3,93.47
3560,E-Bike,1.74,14.79,13.48,0.2,12.0,59.1,79.4,59.9,2.71,Evening,Clear,0,45.24
3561,E-Scooter,3.94,20.9,15.79,9.0,21.9,59.1,55.6,43.4,3.45,Afternoon,Clear,4,114.3
3562,E-Scooter,2.25,20.0,24.44,1.3,25.2,75.6,39.3,62.3,8.55,Afternoon,Clear,3,132.02
3563,E-Bike,0.66,14.3,6.7,13.3,24.8,48.2,72.4,64.2,7.19,Evening,Windy,7,67.82
3564,E-Bike,0.4,3.64,13.27,81.7,30.0,38.5,85.8,94.5,2.17,Morning,Cloudy,2,134.29
3565,E-Scooter,2.75,21.08,9.78,2.9,18.4,39.1,20.5,59.3,3.63,Afternoon,Clear,4,83.96
3566,E-Scooter,3.16,22.59,22.45,12.5,31.5,66.7,27.2,80.5,8.1,Evening,Clear,0,134.1
